55,activityrecognition,vehicle,56
4561,android.sensor.gyroscope,-0.0013122559,-0.007537842,-6.5612793E-4
4611,android.sensor.gyroscope,-0.0025482178,-0.009979248,-0.00920105
4662,android.sensor.gravity,0.65589553,0.06911676,9.784448
4713,android.sensor.rotation_vector,-0.015577054,-0.030199697,-0.55103266,0.83379155,0.17453292
4764,android.sensor.linear_acceleration,-0.0444687,0.049061455,0.20023727
4815,android.sensor.game_rotation_vector,0.027560422,-0.020874714,0.7156552,0.6975975
4866,android.sensor.accelerometer,0.66007996,0.09385681,9.701065
4917,android.sensor.rotation_vector,-0.01457792,-0.031367283,-0.54923135,0.8349542,0.17453292
4968,android.sensor.geomagnetic_rotation_vector,-0.01349672,-0.030812195,-0.54062426,0.8405914,0.17453292
5018,android.sensor.gravity,0.6603272,0.1043836,9.783836
5069,android.sensor.magnetic_field,-19.837952,8.802795,-33.493042
5120,android.sensor.orientation,66.639465,-0.65985817,3.8391
5170,android.sensor.gyroscope_uncalibrated,0.026184082,0.0065612793,-0.025115967,0.0262909,0.012893677,-0.019561768
5222,android.sensor.gravity,0.6541604,0.12652203,9.78399
5274,android.sensor.accelerometer,0.6824188,0.10432434,9.556625
5323,android.sensor.accelerometer,0.6370697,0.03364563,9.504837
5374,android.sensor.game_rotation_vector,0.028155249,-0.018764783,0.715363,0.6979333
5427,android.sensor.gyroscope,-0.0074310303,-2.1362305E-4,-0.0079956055
5477,android.sensor.gyroscope,-0.0061950684,-0.0038757324,-0.005554199
5527,android.sensor.geomagnetic_rotation_vector,-0.010418906,-0.032605734,-0.5230639,0.85160583,0.17453292
5578,android.sensor.gyroscope,-0.003753662,-0.007537842,-6.5612793E-4
5630,android.sensor.gravity,0.6570061,0.13118172,9.783737
5681,android.sensor.light,22.0,0.0,0.0
5732,android.sensor.accelerometer,0.5833435,0.25663757,9.678146
5782,android.sensor.accelerometer,0.62387085,0.08442688,9.660706
5833,android.sensor.gyroscope_uncalibrated,0.031097412,0.012680054,-0.023880005,0.0262909,0.012893677,-0.019561768
5885,android.sensor.gyroscope,0.0048065186,0.008346558,-6.5612793E-4
5936,android.sensor.gyroscope,0.0048065186,-2.1362305E-4,-0.0043182373
5986,android.sensor.accelerometer,0.6796875,-0.10533142,9.567612
6036,android.sensor.rotation_vector,-0.014027818,-0.031882193,-0.5483676,0.8355116,0.17453292
6089,android.sensor.gravity,0.66697276,0.10376766,9.783392
6137,android.sensor.linear_acceleration,-0.03704965,0.064676985,-0.075333595
6190,android.sensor.accelerometer,0.6959839,0.21743774,9.576752
6241,android.sensor.rotation_vector,-0.013536892,-0.03196875,-0.5479736,0.8357749,0.17453292
6292,android.sensor.gravity,0.6678994,0.11839854,9.783163
6343,android.sensor.magnetic_field,-21.202087,5.734253,-29.484558
6393,android.sensor.magnetic_field,-21.543884,7.0983887,-32.49054
6447,android.sensor.rotation_vector,-0.013574677,-0.03184981,-0.54811734,0.8356846,0.17453292
6497,android.sensor.gyroscope,0.012130737,-2.1362305E-4,5.493164E-4
6548,android.sensor.game_rotation_vector,0.029104196,-0.01886092,0.7148821,0.69838446
6599,android.sensor.accelerometer,0.68943787,0.16975403,9.671692
6650,android.sensor.accelerometer,0.7124481,0.09945679,9.701813
6702,android.sensor.gyroscope,0.012130737,0.0010223389,-0.00920105
6754,android.sensor.linear_acceleration,-0.041989982,0.061411023,0.035487175
6807,android.sensor.gravity,0.675935,0.15570524,9.782088
6857,android.sensor.gyroscope,0.012130737,-0.008773804,-0.005554199
6907,android.sensor.gyroscope,0.009689331,-2.1362305E-4,-0.0067596436
6958,android.sensor.gyroscope,0.010894775,-2.1362305E-4,-0.0043182373
7009,android.sensor.gyroscope,0.009689331,0.0059051514,-0.0043182373
7060,android.sensor.game_rotation_vector,0.031399142,-0.01766264,0.71425354,0.6989592
7111,android.sensor.rotation_vector,-0.011009154,-0.034242857,-0.54409534,0.83825207,0.17453292
7164,android.sensor.accelerometer,0.5970764,0.1264801,9.566223
7212,android.sensor.accelerometer,0.6270752,0.13819885,9.576889
7264,android.sensor.rotation_vector,-0.010542446,-0.034024406,-0.54402846,0.83831036,0.17453292
7315,android.sensor.gyroscope,-1.0681152E-4,0.0046691895,-0.0018920898
7367,android.sensor.magnetic_field_uncalibrated,-78.9444,-78.9444,-91.67938,-61.833984,-88.77106,-60.523987
7418,android.sensor.game_rotation_vector,0.03196394,-0.01642677,0.7140807,0.69914037
7469,android.sensor.rotation_vector,-0.009353086,-0.03461877,-0.5426882,0.8391684,0.17453292
7522,android.sensor.gyroscope,0.007247925,0.0010223389,-0.0030975342
7572,android.sensor.gyroscope,0.0035705566,0.008346558,-0.0030975342
7622,android.sensor.rotation_vector,-0.01002376,-0.03449819,-0.54322535,0.83881795,0.17453292
7676,android.sensor.accelerometer,0.7068939,0.22640991,9.620331
7733,android.sensor.gyroscope,-0.003753662,-0.0026550293,-0.005554199
7784,android.sensor.gyroscope,0.0023651123,-0.0026550293,-0.0018920898
7833,android.sensor.gravity,0.67200553,0.20691505,9.781409
7885,android.sensor.gyroscope,-0.0025482178,-2.1362305E-4,5.493164E-4
7933,android.sensor.accelerometer,0.72276306,0.18040466,9.645721
7984,android.sensor.game_rotation_vector,0.03173915,-0.017263928,0.7141315,0.69907856
8036,android.sensor.gyroscope,-0.0025482178,-0.0014190674,-0.0018920898
8086,android.sensor.gyroscope,-1.0681152E-4,-2.1362305E-4,-0.0018920898
8138,android.sensor.accelerometer,0.6857605,0.15818787,9.6223755
8188,android.sensor.gyroscope,-1.0681152E-4,0.0034637451,-6.5612793E-4
8239,android.sensor.game_rotation_vector,0.031387284,-0.017140605,0.71414894,0.69907963
8290,android.sensor.game_rotation_vector,0.031189833,-0.01741958,0.71417165,0.69905835
8340,android.sensor.magnetic_field,-21.884155,9.144592,-28.483582
8391,android.sensor.accelerometer,0.61364746,0.15275574,9.359985
8443,android.sensor.gyroscope,-0.011077881,-0.016098022,0.0042266846
8494,android.sensor.gyroscope,-0.0061950684,0.0059051514,0.0042266846
8546,android.sensor.geomagnetic_rotation_vector,-0.010269606,-0.03427002,-0.5048532,0.86246353,0.17453292
8599,android.sensor.gyroscope,-0.0098724365,0.012008667,5.493164E-4
8655,android.sensor.gravity,0.6782992,0.15438443,9.781946
8706,android.sensor.gravity,0.6823068,0.14671859,9.781785
8755,android.sensor.gravity,0.6810723,0.146798,9.78187
8809,android.sensor.gravity,0.68681103,0.14062017,9.781559
8861,android.sensor.gyroscope,0.0023651123,0.0010223389,-0.0018920898
8918,android.sensor.geomagnetic_rotation_vector,-0.012335128,-0.033768646,-0.48163623,0.87563354,0.17453292
8969,android.sensor.gravity,0.68120116,0.13071649,9.782089
9021,android.sensor.gravity,0.67856026,0.13180187,9.782258
9073,android.sensor.accelerometer,0.70370483,-0.07397461,9.628754
9121,android.sensor.accelerometer,0.7260742,0.41337585,9.608826
9172,android.sensor.rotation_vector,-0.012821214,-0.032816127,-0.54667,0.83660656,0.17453292
9224,android.sensor.gyroscope,0.015777588,-2.1362305E-4,-6.5612793E-4
9274,android.sensor.gyroscope,0.008453369,-0.012420654,0.0029907227
9326,android.sensor.accelerometer,0.7636261,0.11920166,9.711029
9376,android.sensor.gravity,0.6781876,0.16386731,9.781799
9427,android.sensor.game_rotation_vector,0.03032148,-0.018115945,0.71431,0.6989375
9478,android.sensor.gravity,0.6784895,0.16603109,9.781742
9530,android.sensor.accelerometer,0.6672058,0.22894287,9.694717
9581,android.sensor.gyroscope,0.007247925,-0.0026550293,-0.0043182373
9632,android.sensor.gravity,0.6769256,0.18580905,9.781494
9683,android.sensor.gravity,0.68084145,0.18825059,9.781176
9735,android.sensor.game_rotation_vector,0.031798586,-0.017499564,0.7141708,0.6990298
9785,android.sensor.accelerometer,0.6343689,0.25502014,9.655502
9835,android.sensor.magnetic_field,-18.133545,7.4386597,-28.816223
9887,android.sensor.game_rotation_vector,0.032282844,-0.01679514,0.71411556,0.69908136
9938,android.sensor.gyroscope,0.0023651123,0.0059051514,-0.0018920898
9989,android.sensor.rotation_vector,-0.009319126,-0.035393596,-0.5418769,0.8396606,0.17453292
10039,android.sensor.gyroscope,0.0035705566,0.0034637451,5.493164E-4
10090,android.sensor.rotation_vector,-0.0092752185,-0.035450216,-0.541792,0.83971345,0.17453292
10142,android.sensor.gravity,0.6730649,0.2149929,9.781163
10192,android.sensor.gravity,0.6715524,0.21581596,9.781249
10244,android.sensor.gyroscope,-0.0025482178,0.0034637451,-0.0030975342
10293,android.sensor.linear_acceleration,0.04888761,-0.068765536,0.024196625
10344,android.sensor.game_rotation_vector,0.03201126,-0.016449923,0.714114,0.6991036
10397,android.sensor.accelerometer,0.661438,0.33021545,9.698242
10448,android.sensor.game_rotation_vector,0.03183932,-0.0166627,0.71411777,0.6991026
10502,android.sensor.gyroscope,-0.0025482178,-0.0050964355,-0.005554199
10551,android.sensor.gravity,0.6745339,0.19298469,9.781521
10600,android.sensor.rotation_vector,-0.010024259,-0.034383696,-0.54334223,0.83874696,0.17453292
10652,android.sensor.rotation_vector,-0.010525137,-0.03414903,-0.54389095,0.8383947,0.17453292
10704,android.sensor.gyroscope,0.0011291504,-0.0014190674,-0.0043182373
10753,android.sensor.orientation,65.917114,-1.151876,3.981933
10806,android.sensor.gyroscope,0.0011291504,0.010787964,-0.0018920898
10856,android.sensor.gravity,0.6678435,0.19097012,9.78202
10907,android.sensor.rotation_vector,-0.010800951,-0.03370111,-0.5445171,0.8380028,0.17453292
10959,android.sensor.magnetic_field,-19.837952,12.553406,-28.149414
11009,android.sensor.magnetic_field_uncalibrated,-82.18536,-77.06909,-91.511536,-61.833984,-88.77106,-60.523987
11062,android.sensor.accelerometer,0.6285248,4.272461E-4,9.793732
11115,android.sensor.linear_acceleration,-0.09729022,0.013131067,-0.11748028
11171,android.sensor.gravity,0.6562468,0.17835797,9.783042
11219,android.sensor.gyroscope,0.0035705566,0.0071105957,-0.005554199
11274,android.sensor.gyroscope,0.009689331,-0.009979248,-0.005554199
11324,android.sensor.rotation_vector,-0.010422703,-0.03330089,-0.54468894,0.8379119,0.17453292
11376,android.sensor.gravity,0.6622,0.20238377,9.782173
11427,android.sensor.linear_acceleration,0.041826308,0.086097404,0.2558527
11482,android.sensor.gyroscope,-1.0681152E-4,0.0059051514,0.0017852783
11536,android.sensor.gyroscope,-1.0681152E-4,0.0010223389,-0.0043182373
11587,android.sensor.accelerometer,0.6157379,0.03718567,9.738586
11637,android.sensor.rotation_vector,-0.010544104,-0.0328302,-0.545241,0.83756983,0.17453292
11691,android.sensor.gyroscope,-0.0025482178,-2.1362305E-4,-0.0018920898
11741,android.sensor.gyroscope,-1.0681152E-4,0.009552002,0.0042266846
11796,android.sensor.gyroscope,0.006011963,-2.1362305E-4,-6.5612793E-4
11844,android.sensor.gyroscope_uncalibrated,0.034744263,0.022445679,-0.01777649,0.0262909,0.012893677,-0.019561768
11899,android.sensor.gyroscope,-0.0025482178,0.0010223389,-0.0018920898
11951,android.sensor.linear_acceleration,-0.028204203,-0.0692859,-0.15661049
12004,android.sensor.gyroscope,-0.008636475,-0.007537842,0.0017852783
12070,android.sensor.geomagnetic_rotation_vector,-0.0075680753,-0.033619914,-0.5005575,0.8650171,0.17453292
12119,android.sensor.gyroscope_uncalibrated,0.02986145,0.02368164,-0.020217896,0.0262909,0.012893677,-0.019561768
12171,android.sensor.gravity,0.64403987,0.19717596,9.783492
12221,android.sensor.gyroscope,0.0048065186,-2.1362305E-4,5.493164E-4
12272,android.sensor.geomagnetic_rotation_vector,-0.0072076544,-0.033394128,-0.49211013,0.8698623,0.17453292
12323,android.sensor.gravity,0.630359,0.19313434,9.784464
12374,android.sensor.accelerometer,0.5959015,-2.2888184E-4,9.485306
12425,android.sensor.gyroscope_uncalibrated,0.017654419,0.010238647,-0.023880005,0.0262909,0.012893677,-0.019561768
12477,android.sensor.gyroscope,-0.012313843,0.0071105957,-0.0043182373
12527,android.sensor.game_rotation_vector,0.028919939,-0.015818847,0.7143319,0.6990303
12577,android.sensor.gyroscope,-0.0061950684,0.0010223389,-0.0018920898
12628,android.sensor.gravity,0.6227801,0.17325418,9.785321
12680,android.sensor.rotation_vector,-0.009852885,-0.031314474,-0.5463425,0.8369183,0.17453292
12729,android.sensor.gravity,0.61902726,0.17943704,9.785448
12780,android.sensor.linear_acceleration,0.06889117,0.002415821,-0.03303051
12832,android.sensor.gravity,0.6321521,0.16698405,9.784829
12884,android.sensor.gyroscope,0.0011291504,0.0034637451,0.007873535
12933,android.sensor.game_rotation_vector,0.028629627,-0.016573673,0.71433043,0.6990262
12986,android.sensor.gyroscope,-0.0013122559,-0.0050964355,-0.0043182373
13037,android.sensor.gravity,0.6193143,0.14674552,9.785975
13086,android.sensor.gyroscope,0.0048065186,-0.022201538,0.005432129
13137,android.sensor.gravity,0.62468195,0.15688261,9.785477
13191,android.sensor.magnetic_field,-20.690918,3.5171509,-16.625977
13238,android.sensor.linear_acceleration,-0.099111855,-0.1962206,-0.08742237
13290,android.sensor.accelerometer,0.6312256,0.09716797,9.703522
13342,android.sensor.magnetic_field,-16.087341,-1.7684937,-24.14093
13392,android.sensor.rotation_vector,-0.010221615,-0.030953934,-0.54693365,0.83654106,0.17453292
13443,android.sensor.magnetic_field,-17.622375,-2.961731,-21.635437
13495,android.sensor.linear_acceleration,0.07100636,0.107035294,-0.08269882
13549,android.sensor.geomagnetic_rotation_vector,-0.015610107,-0.026632547,-0.71449107,0.6989632,0.17453292
13600,android.sensor.gyroscope,0.0035705566,0.0010223389,0.0042266846
13650,android.sensor.orientation,66.57367,-0.8854635,3.4549336
13705,android.sensor.gyroscope,0.0023651123,-2.1362305E-4,-0.0043182373
13751,android.sensor.gyroscope,0.0023651123,-0.020980835,0.0042266846
13804,android.sensor.magnetic_field,-16.427612,-7.5653076,-19.799805
13854,android.sensor.accelerometer,0.58618164,0.31295776,9.763229
13904,android.sensor.gravity,0.60483736,0.1549308,9.786754
13955,android.sensor.accelerometer,0.5184784,0.2909546,9.823227
14007,android.sensor.gyroscope,0.0035705566,0.0046691895,0.0029907227
14058,android.sensor.gyroscope,0.007247925,0.0022277832,-0.0030975342
14108,android.sensor.accelerometer,0.45350647,0.11102295,9.559479
14158,android.sensor.gyroscope,0.007247925,-0.009979248,-6.5612793E-4
14209,android.sensor.gyroscope,0.008453369,0.0034637451,-0.0043182373
14259,android.sensor.rotation_vector,-0.008201184,-0.030245177,-0.5463942,0.83694166,0.17453292
14310,android.sensor.rotation_vector,-0.008043972,-0.029973716,-0.5465689,0.8368389,0.17453292
14361,android.sensor.gravity,0.57070154,0.18445396,9.788292
14412,android.sensor.gyroscope,0.0048065186,-0.0026550293,-0.005554199
14465,android.sensor.magnetic_field,-14.723206,-13.363647,-16.125488
14513,android.sensor.rotation_vector,-0.007676139,-0.029523313,-0.546792,0.8367126,0.17453292
14565,android.sensor.rotation_vector,-0.007204692,-0.029482517,-0.5465418,0.8368817,0.17453292
14615,android.sensor.rotation_vector,-0.0071134893,-0.02918674,-0.54678065,0.8367368,0.17453292
14666,android.sensor.magnetic_field,-15.916443,-12.850952,-15.9591675
14718,android.sensor.gyroscope,0.0035705566,-0.0050964355,5.493164E-4
14767,android.sensor.rotation_vector,-0.006209601,-0.029695783,-0.5457158,0.837421,0.17453292
14818,android.sensor.magnetic_field,-14.212036,-14.556885,-16.960144
14871,android.sensor.light,50.0,0.0,0.0
14919,android.sensor.geomagnetic_rotation_vector,-0.019894013,-0.020447182,-0.918354,0.39473048,0.17453292
14970,android.sensor.rotation_vector,-0.006055379,-0.028388176,-0.5469236,0.83667916,0.17453292
15021,android.sensor.game_rotation_vector,0.026482716,-0.011397118,0.7145581,0.69898176
15072,android.sensor.gravity,0.52642834,0.20658438,9.790331
15123,android.sensor.geomagnetic_rotation_vector,-0.01947191,-0.020218804,-0.9155795,0.40115607,0.17453292
15176,android.sensor.gyroscope,-0.0098724365,0.014450073,-0.0018920898
15225,android.sensor.orientation,66.33154,-1.2727838,3.0222325
15276,android.sensor.gyroscope,-0.013519287,0.010787964,-0.0018920898
15327,android.sensor.orientation,66.39325,-1.2334491,3.001436
15381,android.sensor.gyroscope,-0.0061950684,-0.01121521,5.493164E-4
15429,android.sensor.game_rotation_vector,0.025793232,-0.010895037,0.7145781,0.69899505
15480,android.sensor.game_rotation_vector,0.025703864,-0.010716284,0.7145767,0.69900256
15531,android.sensor.accelerometer,0.6284485,0.23144531,9.629456
15582,android.sensor.gyroscope,0.0035705566,-2.1362305E-4,5.493164E-4
15633,android.sensor.rotation_vector,-0.005605115,-0.02771661,-0.547313,0.83645016,0.17453292
15686,android.sensor.accelerometer,0.45645142,0.31288147,9.54483
15739,android.sensor.gyroscope,-0.0074310303,-0.009979248,0.0029907227
15791,android.sensor.gyroscope,-0.011077881,0.0022277832,-0.0018920898
15843,android.sensor.game_rotation_vector,0.02503418,-0.012697553,0.7148122,0.6987529
15893,android.sensor.magnetic_field,-12.8479,-13.53302,-19.631958
15944,android.sensor.magnetic_field,-14.212036,-14.556885,-17.628479
15995,android.sensor.magnetic_field,-14.552307,-13.192749,-16.29181
16046,android.sensor.magnetic_field_uncalibrated,-73.65875,-101.28174,-77.14996,-61.833984,-88.77106,-60.523987
16097,android.sensor.geomagnetic_rotation_vector,-0.021039885,-0.017696481,-0.9305125,0.36522692,0.17453292
16148,android.sensor.gyroscope,-0.0074310303,0.009552002,0.0042266846
16198,android.sensor.gyroscope,0.009689331,-0.0050964355,-0.0043182373
16250,android.sensor.orientation,66.759674,-0.9166844,3.0637505
16301,android.sensor.geomagnetic_rotation_vector,-0.022373319,-0.015914349,-0.9363723,0.34993297,0.17453292
16354,android.sensor.gyroscope,-1.0681152E-4,0.0034637451,-0.0018920898
16405,android.sensor.geomagnetic_rotation_vector,-0.022075994,-0.01599534,-0.9310885,0.36377332,0.17453292
16455,android.sensor.geomagnetic_rotation_vector,-0.021631531,-0.016722078,-0.9287636,0.36966273,0.17453292
16511,android.sensor.gyroscope,-1.0681152E-4,-2.1362305E-4,-0.0018920898
16561,android.sensor.gyroscope,0.0048065186,-0.008773804,-0.0018920898
16613,android.sensor.accelerometer,0.51919556,0.11016846,9.736481
16666,android.sensor.magnetic_field,-15.234375,-9.442139,-17.628479
16715,android.sensor.rotation_vector,-0.0076855216,-0.02648642,-0.54981375,0.8348319,0.17453292
16768,android.sensor.geomagnetic_rotation_vector,-0.02021097,-0.018213717,-0.9107277,0.41211024,0.17453292
16821,android.sensor.magnetic_field,-13.35907,-9.611511,-17.7948
16873,android.sensor.gyroscope,0.0023651123,-0.0014190674,-6.5612793E-4
16923,android.sensor.accelerometer,0.5002136,0.22343445,9.548691
16974,android.sensor.gyroscope,0.0035705566,-0.0063323975,-0.0067596436
17024,android.sensor.gyroscope,-0.0013122559,0.0059051514,-0.0079956055
17077,android.sensor.linear_acceleration,0.035323203,-0.092565045,0.0855484
17130,android.sensor.gyroscope,-0.003753662,0.009552002,-0.0030975342
17180,android.sensor.gyroscope,0.0011291504,-0.024642944,-0.0018920898
17231,android.sensor.gyroscope_uncalibrated,0.027420044,0.022445679,-0.022659302,0.0262909,0.012893677,-0.019561768
17283,android.sensor.accelerometer,0.50527954,0.21537781,9.597397
17335,android.sensor.orientation,66.691895,-1.0139129,2.9657044
17387,android.sensor.gyroscope,-1.0681152E-4,0.008346558,0.0029907227
17439,android.sensor.linear_acceleration,-0.014020681,0.076064795,-0.10328007
17490,android.sensor.accelerometer,0.44329834,0.36747742,9.525787
17543,android.sensor.gyroscope,0.0011291504,0.0059051514,-0.0030975342
17593,android.sensor.gyroscope,0.008453369,0.0010223389,-0.0043182373
17644,android.sensor.gyroscope_uncalibrated,0.026184082,0.0065612793,-0.016571045,0.0262909,0.012893677,-0.019561768
17697,android.sensor.gyroscope,0.0011291504,0.0034637451,-0.0030975342
17749,android.sensor.gravity,0.509112,0.2107597,9.791159
17802,android.sensor.accelerometer,0.48461914,0.19166565,9.403275
17847,android.sensor.gravity,0.5163805,0.20978817,9.790798
17906,android.sensor.gyroscope,-0.0098724365,0.0010223389,0.0017852783
17957,android.sensor.gyroscope,-1.0681152E-4,-0.020980835,0.006668091
18009,android.sensor.magnetic_field,-15.234375,-16.603088,-16.625977
18061,android.sensor.gyroscope,-0.0098724365,-0.018539429,5.493164E-4
18114,android.sensor.game_rotation_vector,0.026298156,-0.013432224,0.7147519,0.69875443
18167,android.sensor.gyroscope,-0.0098724365,-0.014862061,0.007873535
18215,android.sensor.linear_acceleration,-0.003280878,-0.031115323,0.23321533
18267,android.sensor.geomagnetic_rotation_vector,-0.021650223,-0.019916223,-0.9312112,0.363291,0.17453292
18320,android.sensor.game_rotation_vector,0.026969077,-0.013132608,0.7147673,0.6987188
18372,android.sensor.rotation_vector,-0.007930671,-0.028899929,-0.54757106,0.83622235,0.17453292
18430,android.sensor.accelerometer,0.5230713,0.038742065,9.815247
18481,activityrecognition,vehicle,100
18534,android.sensor.gyroscope,-0.0013122559,0.008346558,-0.0018920898
18584,android.sensor.rotation_vector,-0.008406935,-0.027671188,-0.54908746,0.8352644,0.17453292
18635,android.sensor.geomagnetic_rotation_vector,-0.023220692,-0.016438503,-0.9359492,0.3509838,0.17453292
